Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.69898888
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.41668336
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.59946448
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,29.86810032
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.192064116000005
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14,22.7182342
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.991086848000002
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.96696516
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28,23.835874796
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28,32.768036376000005
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89334116
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.563252032
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.30063165600001
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.59648684
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.021224
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28,28.46846404
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.846616696000005
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,7.995853172
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.89749796
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.25928304
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7,24.13166
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14,32.90179472
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3,7.74971024
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.576122192
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28,24.3385028
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.759063216
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.4994406
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28,23.73865868
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.199148695999998
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14,33.35684888
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100,60.949678399999996
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28,29.65436276
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99482412
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56,36.3009114
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.70028788
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56,27.66177712
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.046164976
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57136584
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.79851328
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.839342119999999
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.69990824
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100,37.6798634
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28,39.056057496
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28,23.744174488000002
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56,39.14844728
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.377003588
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100,53.90323368
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3,27.42046052
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28,31.17810472
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28,31.64005364
424.0,22.0,132.0,178.0,8.48,882.0,750.0,3,32.011385715270684
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.427515184
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.714497103999996
295.71,0.0,95.64,171.54,8.87,955.14,859.2,28,39.94134468
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.09966436
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28,31.420110796000003
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,36.447769788
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.626693796000005
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,12.180972492
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.523542168000002
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,100,40.14818748
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.86640156
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.62730332
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3,17.36790044
290.35,0.0,96.18,168.08,9.41,961.18,865.0,100,48.97348028
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28,37.404073
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3,7.398077479999999
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360,44.296075096
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,39.77931782
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.7853632
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28,15.091250687999999
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.70002808
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56,33.96358776
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100,40.38950408
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100,35.34253976
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56,61.99078716
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,71.62276688
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.066249704
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28,23.524231644
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.80163088
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3,23.34565736
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.65776027999999
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28,41.20308576
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,26.91714304
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.1243856
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28,33.72916592
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.10006412
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28,36.34917472
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.04190828
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.236210524
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,41.24445432
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.275510655999998
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.922478999999996
250.0,180.0,95.0,159.0,9.45,860.0,800.0,28,67.86512268
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.15808000000001
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.185149412
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.80073164
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.10122316
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.742445812
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999998
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3,25.116625715270683
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100,43.58177796
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14,20.08443588
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.32952964
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.215586252
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.76312012
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56,42.54756396
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.401235144
250.0,0.0,95.69,191.84,5.33,948.9,857.2,100,41.16171720000001
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.695621452
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100,33.54300739999999
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.507014688
149.0,153.0,194.0,192.0,8.0,935.0,623.0,28,24.579819399999998
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.49566344
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100,52.04164848
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04124872
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.2996124
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56,48.71837416
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.45883132
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56,32.8535314
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.859147104
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.19944856
238.05,0.0,94.11,186.66,7.0,949.91,847.01,100,44.298833
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.798273423999994
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28,41.053469468
194.68,0.0,100.52,170.17,7.48,998.0,901.8,100,44.27814872
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,67.30664712
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100,66.42411784
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.899986092
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85209244
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.37597436
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28,40.2309246
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.39821744
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.29845336
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14,21.0634918
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28,55.50971276
446.0,24.0,79.0,162.0,11.61,967.0,712.0,7,52.00717468
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,39.45181672
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.05140104
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84000168
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28,26.859916532
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56,53.95839176
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28,40.679084
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.684340008
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,42.229026048
238.05,0.0,94.11,186.66,7.0,949.91,847.01,14,25.68987576
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74477404
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,58.78472376
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.902344236
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28,33.94290348
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.856968808000005
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06200298
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28,10.53519328
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.29819356
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.782205536
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21075992
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.231713971999998
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,14.2032056
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28,53.52402188
387.0,20.0,94.0,157.0,14.32,938.0,845.0,3,22.752708
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.730314988
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28,33.39821744
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.09954452
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28,43.57833058
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.0621928
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14,17.8229546
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,37.91428524
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25394708
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.84819544
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.565020596
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.765208492
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28,25.10382116
326.5,0.0,137.9,199.0,10.8,801.1,792.5,28,38.630650804
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56,35.85275199999999
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.58931216
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3,15.81657944
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.447869684
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,24.00065956
158.6,148.9,116.0,175.1,15.0,953.3,719.7,28,27.681082448
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.619079643999996
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28,13.45857152
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.27555072
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28,52.82075636
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28,24.8900836
160.0,188.0,146.0,203.0,11.0,829.0,710.0,28,32.83974188
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28,30.21973308
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56,44.39535964
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28,39.300132
159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28,39.455953576
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.14389072
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3,17.9953236
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.437787344
155.0,0.0,143.0,193.0,9.0,877.0,868.0,28,9.73540112
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.70028788
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28,40.14818748
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28,31.11605188
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.19871902
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9035533120000006
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.24379476
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.179323768
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.065470304
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53292506
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89478012
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28,28.98557104
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.893960655999997
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.524711356000005
387.0,20.0,94.0,157.0,11.61,938.0,845.0,56,61.45989064
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14,22.13907436
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.726417988
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48062478
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28,24.24197616
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.655112243999994
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28,44.27814872
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.40055564
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56,51.72448952
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14,18.12632404
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,47.22221124
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56,29.44751996
143.0,169.4,142.7,190.7,8.4,967.4,643.5,28,29.726068263999995
387.0,20.0,94.0,157.0,14.32,938.0,845.0,56,56.33708396
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91232668
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,56,35.57006684
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56,46.6430514
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56,31.715896
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.593958644
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14,26.04840328
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89204216
355.0,19.0,97.0,145.0,13.13,967.0,871.0,28,44.02993736
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28,29.41304616
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100,46.2293658
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.30117120000001
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56,45.08483564
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.207822168
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90,50.45930106
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24315532
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3,12.45193656
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,29.39236188
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28,13.202086448
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28,52.50359739999999
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3,23.52492112
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.30364936
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21271848
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.131120456
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.460969728000002
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28,52.20022796
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56,31.35047372
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,39.09328920000001
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28,38.20386516
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100,45.3675208
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365,43.698299404
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.6621069
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,26.258003984000002
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,33.79811352
290.35,0.0,96.18,168.08,9.41,961.18,865.0,14,34.67374804
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28,35.314271244000004
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,56,51.95891136
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100,45.3675208
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56,36.63875464
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56,51.43490960000001
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.19814956
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,14,29.7508894
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28,45.70536404
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56,47.13257936
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,45.2985732
277.05,0.0,97.39,160.6,11.83,973.9,875.61,100,55.6407132
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14,20.72564856
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.178794196
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,33.79811352
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,37.99702236
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09446836
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.29923276
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.4978818
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,14,25.62092816
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.10537996
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,44.868340176000004
250.0,0.0,95.69,187.42,5.53,956.86,861.17,3,13.81709904
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.96566616
250.0,0.0,95.69,191.84,5.33,948.9,857.2,3,8.48744956
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28,36.80422888
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28,58.99846132
148.0,0.0,182.0,181.0,15.0,839.0,884.0,28,15.52010476
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.260122448000004
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.41890172
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.843728804000001
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.331807832
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28,38.45897128
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.565440300000002
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.76507868
150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28,13.461329424
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.03994972
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,56,37.2661778
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96429718
250.0,0.0,95.69,191.84,5.33,948.9,857.2,28,27.22051248
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3,9.4458212
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28,15.340841
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,17.54026944
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.16693332
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,36.93522932
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56,53.77223324
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,31.44700036
295.71,0.0,95.64,171.54,8.87,955.14,859.2,3,22.94576128
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.23748958
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.90701084
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100,34.55653712
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.615941924000001
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.30117120000001
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28,31.02642
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14,42.29245784
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,37.42475728
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.09576736
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.404692496
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.3938507
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,32.72253096
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.74503384
152.0,0.0,112.0,184.0,8.0,992.0,816.0,28,12.17614616
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.786922
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3,15.340841
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56,48.58737372
